request,duration
1,130.0
2,126.0
3,126.0
4,126.0
5,126.0
6,127.0
7,126.0
8,127.0
9,127.0
10,127.0
11,128.0
12,128.0
13,127.0
14,127.0
15,128.0
16,128.0
17,128.0
18,128.0
19,129.0
20,129.0
21,129.0
22,130.0
23,129.0
24,130.0
25,130.0
26,129.0
27,130.0
28,129.0
29,130.0
30,131.0
